#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000076_00348	585394.RHOM_07675	7.81e-84	265.0	COG2894@1|root,COG2894@2|Bacteria,1TP6P@1239|Firmicutes,249BB@186801|Clostridia	186801|Clostridia	D	Belongs to the ParA family	minD	-	-	ko:K03609	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	AAA_31,CBP_BcsQ,CbiA,ParA
MGYG000000076_00981	585394.RHOM_14415	9.77e-77	230.0	COG0735@1|root,COG0735@2|Bacteria,1V400@1239|Firmicutes,24JS4@186801|Clostridia	186801|Clostridia	P	Belongs to the Fur family	perR	-	-	ko:K09825	-	-	-	-	ko00000,ko03000	-	-	-	FUR
MGYG000000076_03597	1256908.HMPREF0373_00681	1.29e-70	214.0	2A6SA@1|root,30VKF@2|Bacteria,1V4HK@1239|Firmicutes,24IMP@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01992	585394.RHOM_02285	1.47e-164	460.0	COG0745@1|root,COG0745@2|Bacteria,1TPRU@1239|Firmicutes,24843@186801|Clostridia	186801|Clostridia	KT	response regulator receiver	srrA_2	-	-	-	-	-	-	-	-	-	-	-	Response_reg,Trans_reg_C
MGYG000000076_02200	585394.RHOM_06170	0.0	1036.0	COG3867@1|root,COG3867@2|Bacteria,1TQDZ@1239|Firmicutes,24CPM@186801|Clostridia	186801|Clostridia	G	arabinogalactan	-	-	3.2.1.89	ko:K01224	-	-	-	-	ko00000,ko01000	-	-	-	Big_4,Glyco_hydro_53
MGYG000000076_02155	585394.RHOM_16640	6.08e-95	278.0	COG0629@1|root,COG0629@2|Bacteria,1V3WT@1239|Firmicutes,24HF9@186801|Clostridia	186801|Clostridia	L	Plays an important role in DNA replication, recombination and repair. Binds to ssDNA and to an array of partner proteins to recruit them to their sites of action during DNA metabolism	ssb	-	-	ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440	-	-	-	ko00000,ko00001,ko03029,ko03032,ko03400	-	-	-	SSB
MGYG000000076_02700	622312.ROSEINA2194_01819	5.87e-78	234.0	COG1961@1|root,COG1961@2|Bacteria,1VC71@1239|Firmicutes,24QC3@186801|Clostridia	186801|Clostridia	L	COG1961 Site-specific recombinases, DNA invertase Pin homologs	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_02275	397290.C810_04584	1.38e-46	153.0	296J0@1|root,2ZR9N@2|Bacteria,1VAUS@1239|Firmicutes,24PMT@186801|Clostridia,27UEK@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Bacterial mobilisation protein (MobC)	-	-	-	-	-	-	-	-	-	-	-	-	MobC
MGYG000000076_01327	585394.RHOM_04785	3.62e-74	225.0	2AU16@1|root,31JM9@2|Bacteria,1V6CJ@1239|Firmicutes,24JBF@186801|Clostridia	186801|Clostridia	S	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	PBP5_C
MGYG000000076_02424	515620.EUBELI_01734	6.37e-200	570.0	COG0534@1|root,COG0534@2|Bacteria,1TQMT@1239|Firmicutes,249WJ@186801|Clostridia,25V84@186806|Eubacteriaceae	186801|Clostridia	V	MATE efflux family protein	-	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000000076_03095	1449050.JNLE01000003_gene2961	7.23e-42	159.0	2BCF2@1|root,3260P@2|Bacteria,1US01@1239|Firmicutes,259XT@186801|Clostridia,36U22@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_00943	585394.RHOM_14380	8.36e-173	487.0	COG1284@1|root,COG1284@2|Bacteria,1TR9J@1239|Firmicutes,24BGW@186801|Clostridia	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
MGYG000000076_03617	585394.RHOM_16870	1.06e-154	447.0	COG1192@1|root,COG1192@2|Bacteria,1TP8S@1239|Firmicutes,2488C@186801|Clostridia	186801|Clostridia	D	CobQ CobB MinD ParA nucleotide binding domain	soj	-	-	ko:K03496	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	AAA_31,ParBc
MGYG000000076_03355	877424.ATWC01000015_gene633	1.97e-132	389.0	COG3437@1|root,COG3437@2|Bacteria,1UQJH@1239|Firmicutes,248UM@186801|Clostridia,27IRU@186928|unclassified Lachnospiraceae	186801|Clostridia	T	HD domain	-	-	-	ko:K07814	-	-	-	-	ko00000,ko02022	-	-	-	HD,HD_5,Response_reg
MGYG000000076_02031	1235802.C823_05083	0.0	1015.0	COG1033@1|root,COG1033@2|Bacteria,1VSWA@1239|Firmicutes,247R6@186801|Clostridia,25UQF@186806|Eubacteriaceae	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	ko:K07003	-	-	-	-	ko00000	-	-	-	MMPL
MGYG000000076_01996	397291.C804_00766	8.56e-236	708.0	COG0457@1|root,COG2199@1|root,COG0457@2|Bacteria,COG2199@2|Bacteria,1VQTU@1239|Firmicutes,24D8M@186801|Clostridia	186801|Clostridia	T	Diguanylate cyclase (GGDEF) domain	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF,dCache_1
MGYG000000076_01402	483218.BACPEC_02145	2.12e-190	543.0	COG2199@1|root,COG2203@1|root,COG2199@2|Bacteria,COG2203@2|Bacteria,1TSFE@1239|Firmicutes,25KM5@186801|Clostridia,26AZA@186813|unclassified Clostridiales	186801|Clostridia	T	Domain present in phytochromes and cGMP-specific phosphodiesterases.	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF,PAS_8
MGYG000000076_03773	1410628.JNKS01000004_gene2041	8.11e-73	219.0	COG3654@1|root,COG3654@2|Bacteria,1V6EG@1239|Firmicutes,24J85@186801|Clostridia,27NM5@186928|unclassified Lachnospiraceae	186801|Clostridia	S	TIGRFAM death-on-curing family protein	-	-	-	ko:K07341	-	-	-	-	ko00000,ko02048	-	-	-	Fic
MGYG000000076_02046	585394.RHOM_01465	1.01e-149	424.0	COG0101@1|root,COG0101@2|Bacteria,1TQUY@1239|Firmicutes,248W2@186801|Clostridia	186801|Clostridia	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	-	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
MGYG000000076_02401	642492.Clole_2677	1.12e-315	888.0	COG4447@1|root,COG4447@2|Bacteria,1VJ96@1239|Firmicutes	1239|Firmicutes	S	cellulose binding	-	-	-	-	-	-	-	-	-	-	-	-	BNR_6
MGYG000000076_01993	585394.RHOM_02290	1.63e-28	104.0	28TG6@1|root,2ZFQ4@2|Bacteria,1W51P@1239|Firmicutes,2575E@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_00954	1410632.JHWW01000002_gene1942	4.44e-28	101.0	2E7J1@1|root,3321A@2|Bacteria,1VFYW@1239|Firmicutes,24RBB@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01925	445973.CLOBAR_00478	3.53e-267	741.0	COG0043@1|root,COG0043@2|Bacteria,1TQ6V@1239|Firmicutes,248WY@186801|Clostridia,25RRQ@186804|Peptostreptococcaceae	186801|Clostridia	H	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	-	-	4.1.1.98	ko:K03182	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00117	R04985,R04986	RC00391	ko00000,ko00001,ko00002,ko01000	-	-	-	UbiD
MGYG000000076_00962	622312.ROSEINA2194_00548	1.26e-32	115.0	2ENS3@1|root,33GD8@2|Bacteria,1VQH1@1239|Firmicutes,24VFX@186801|Clostridia	186801|Clostridia	S	Global regulator protein family	-	-	-	-	-	-	-	-	-	-	-	-	CsrA
MGYG000000076_02325	585394.RHOM_06880	2.51e-253	717.0	COG1523@1|root,COG1523@2|Bacteria,1TP3M@1239|Firmicutes,2481P@186801|Clostridia	186801|Clostridia	G	Belongs to the glycosyl hydrolase 13 family	-	-	3.2.1.68	ko:K01214	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R09995,R11261	-	ko00000,ko00001,ko00002,ko01000	-	CBM48,GH13	-	Alpha-amylase,Alpha-amylase_C,CBM_48
MGYG000000076_01321	1395513.P343_15130	2.14e-212	618.0	COG3593@1|root,COG3593@2|Bacteria,1TRAP@1239|Firmicutes,4HKWC@91061|Bacilli	91061|Bacilli	L	AAA ATPase domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_15
MGYG000000076_02726	585394.RHOM_10920	1.77e-95	291.0	COG1266@1|root,COG1266@2|Bacteria,1VF60@1239|Firmicutes,24QSC@186801|Clostridia	186801|Clostridia	S	CAAX amino terminal protease family protein	-	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
MGYG000000076_02040	622312.ROSEINA2194_02409	2.3e-102	297.0	COG1522@1|root,COG1522@2|Bacteria,1V3PB@1239|Firmicutes,24I3N@186801|Clostridia	186801|Clostridia	K	transcriptional regulator, AsnC family	Lrp	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg,HTH_24,HTH_AsnC-type,HTH_Crp_2
MGYG000000076_00404	622312.ROSEINA2194_00032	2.82e-106	306.0	COG0824@1|root,COG0824@2|Bacteria,1VAGM@1239|Firmicutes,24NBX@186801|Clostridia	186801|Clostridia	S	acyl-CoA thioester hydrolase, YbgC YbaW family	FcbC	-	-	ko:K07107	-	-	-	-	ko00000,ko01000	-	-	-	4HBT,4HBT_2
MGYG000000076_02411	622312.ROSEINA2194_04141	2.32e-177	498.0	COG3711@1|root,COG3711@2|Bacteria,1TT5A@1239|Firmicutes,24931@186801|Clostridia	186801|Clostridia	K	transcriptional antiterminator	licT	-	-	ko:K03488	-	-	-	-	ko00000,ko03000	-	-	-	CAT_RBD,PRD
MGYG000000076_00938	585394.RHOM_01040	7.6e-192	538.0	COG0317@1|root,COG0317@2|Bacteria,1TQW3@1239|Firmicutes,2483C@186801|Clostridia	186801|Clostridia	KT	PFAM Region found in RelA SpoT proteins	-	-	-	-	-	-	-	-	-	-	-	-	RelA_SpoT
MGYG000000076_01143	585394.RHOM_07445	1.12e-267	738.0	COG0139@1|root,COG0140@1|root,COG0139@2|Bacteria,COG0140@2|Bacteria,1UYNA@1239|Firmicutes,247RS@186801|Clostridia	186801|Clostridia	E	Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP	hisI	-	3.5.4.19,3.6.1.31	ko:K01496,ko:K11755	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035,R04037	RC00002,RC01055	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS05760	His_biosynth,PRA-CH,PRA-PH
MGYG000000076_00224	585394.RHOM_08530	1.11e-160	454.0	COG2207@1|root,COG2207@2|Bacteria,1UZ0Q@1239|Firmicutes,24YIV@186801|Clostridia	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18,HTH_AraC
MGYG000000076_00631	1280698.AUJS01000020_gene1409	4.33e-209	595.0	COG1996@1|root,COG1996@2|Bacteria,1TTH5@1239|Firmicutes,2585M@186801|Clostridia,27X73@189330|Dorea	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF4379
MGYG000000076_02039	585394.RHOM_01430	6.78e-206	573.0	COG0309@1|root,COG0309@2|Bacteria,1TQP4@1239|Firmicutes,24963@186801|Clostridia	186801|Clostridia	O	PFAM AIR synthase related protein	hypE	-	-	ko:K04655	-	-	-	-	ko00000	-	-	-	AIRS,AIRS_C
MGYG000000076_00068	457412.RSAG_03023	1.02e-280	785.0	COG0423@1|root,COG0423@2|Bacteria,1TP94@1239|Firmicutes,248FB@186801|Clostridia,3WGTU@541000|Ruminococcaceae	186801|Clostridia	J	Catalyzes the attachment of glycine to tRNA(Gly)	glyQS	GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0016874,GO:0016875,GO:0046983,GO:0140098,GO:0140101	6.1.1.14	ko:K01880	ko00970,map00970	M00359,M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	HGTP_anticodon,tRNA-synt_2b
MGYG000000076_03239	1235802.C823_04990	8.93e-38	127.0	2EH5H@1|root,33AXE@2|Bacteria,1VQ5E@1239|Firmicutes,24UHM@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01786	585394.RHOM_08745	1.69e-92	292.0	28NI3@1|root,2ZBJM@2|Bacteria,1V27V@1239|Firmicutes,24FTG@186801|Clostridia	186801|Clostridia	S	Domain of unknown function (DUF4874)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4832,DUF4874
MGYG000000076_00077	622312.ROSEINA2194_00338	1.25e-141	408.0	2C6CR@1|root,2Z7X4@2|Bacteria,1UY2Y@1239|Firmicutes,24EJP@186801|Clostridia	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	ko:K07089	-	-	-	-	ko00000	-	-	-	ArsP_2
MGYG000000076_02557	585394.RHOM_04215	2.81e-224	621.0	COG0150@1|root,COG0150@2|Bacteria,1TP9J@1239|Firmicutes,248BT@186801|Clostridia	186801|Clostridia	F	Phosphoribosylformylglycinamidine cyclo-ligase	purM	-	6.3.3.1	ko:K01933	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04208	RC01100	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C
MGYG000000076_02836	585394.RHOM_14460	1.52e-213	601.0	COG0202@1|root,COG0202@2|Bacteria,1TPR8@1239|Firmicutes,248DS@186801|Clostridia	186801|Clostridia	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	-	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
MGYG000000076_00269	585394.RHOM_08335	1.87e-156	442.0	COG1036@1|root,COG2878@1|root,COG1036@2|Bacteria,COG2878@2|Bacteria,1TQGD@1239|Firmicutes,24904@186801|Clostridia	186801|Clostridia	C	electron transport complex, RnfABCDGE type, B subunit	rnfB	-	-	ko:K03616	-	-	-	-	ko00000	-	-	-	FeS,Fer4,Fer4_13,Fer4_3,Fer4_4,Fer4_6,Fer4_7,Fer4_9
MGYG000000076_02894	1121115.AXVN01000094_gene768	7.78e-64	201.0	COG1192@1|root,COG1192@2|Bacteria	2|Bacteria	D	plasmid maintenance	soj	GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0008150,GO:0009295,GO:0016020,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044424,GO:0044464,GO:0071944	-	ko:K03496	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	AAA_31,AMPK1_CBM,DUF4316,MobA_MobL
MGYG000000076_00082	585394.RHOM_05335	4.04e-144	408.0	COG0629@1|root,COG0629@2|Bacteria,1TRWZ@1239|Firmicutes,248UD@186801|Clostridia	186801|Clostridia	L	PFAM single-strand binding protein Primosomal replication protein n	ssb1	-	-	-	-	-	-	-	-	-	-	-	SSB
MGYG000000076_02684	483218.BACPEC_00283	2.22e-279	767.0	COG1191@1|root,COG1191@2|Bacteria,1U0Q7@1239|Firmicutes,249NN@186801|Clostridia,26AEG@186813|unclassified Clostridiales	186801|Clostridia	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03686	471875.RUMLAC_00929	5.23e-140	397.0	COG1396@1|root,COG1396@2|Bacteria,1TRKK@1239|Firmicutes,24UYN@186801|Clostridia,3WMTF@541000|Ruminococcaceae	186801|Clostridia	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
MGYG000000076_03822	471875.RUMLAC_00929	5.23e-140	397.0	COG1396@1|root,COG1396@2|Bacteria,1TRKK@1239|Firmicutes,24UYN@186801|Clostridia,3WMTF@541000|Ruminococcaceae	186801|Clostridia	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
MGYG000000076_01158	585394.RHOM_07565	3.5e-100	301.0	COG1713@1|root,COG1713@2|Bacteria,1V6Y1@1239|Firmicutes,24HN2@186801|Clostridia	186801|Clostridia	H	Hydrolase, HD family	nadD	-	2.7.7.18	ko:K00969	ko00760,ko01100,map00760,map01100	M00115	R00137,R03005	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_like,HD,RsfS
MGYG000000076_02417	1235799.C818_04009	8.99e-21	99.4	2DQU4@1|root,338P9@2|Bacteria,1VFG2@1239|Firmicutes,24R8A@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_00146	658086.HMPREF0994_04639	4.12e-153	436.0	COG1173@1|root,COG1173@2|Bacteria,1TP4R@1239|Firmicutes,2489T@186801|Clostridia,27R4U@186928|unclassified Lachnospiraceae	186801|Clostridia	U	N-terminal TM domain of oligopeptide transport permease C	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
MGYG000000076_01795	585394.RHOM_08785	3.08e-310	870.0	COG0451@1|root,COG0451@2|Bacteria,1UYUX@1239|Firmicutes,24CYP@186801|Clostridia	186801|Clostridia	GM	Psort location CytoplasmicMembrane, score	-	-	5.1.3.2	ko:K01784,ko:K21009	ko00052,ko00520,ko01100,ko02025,map00052,map00520,map01100,map02025	M00361,M00362,M00632	R00291,R02984	RC00289	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase,GAF,RmlD_sub_bind
MGYG000000076_02260	585394.RHOM_14055	0.0	951.0	COG0777@1|root,COG0825@1|root,COG0777@2|Bacteria,COG0825@2|Bacteria,1TP4U@1239|Firmicutes,248QK@186801|Clostridia	186801|Clostridia	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accD	-	2.1.3.15,6.4.1.2	ko:K01962,ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS20740	ACCA,Carboxyl_trans
MGYG000000076_03406	1121115.AXVN01000018_gene47	1.51e-214	599.0	COG3853@1|root,COG3853@2|Bacteria,1TQVX@1239|Firmicutes,24A2H@186801|Clostridia,3Y1EX@572511|Blautia	186801|Clostridia	P	Toxic anion resistance protein (TelA)	-	-	-	-	-	-	-	-	-	-	-	-	TelA
MGYG000000076_02844	585394.RHOM_01075	0.0	1205.0	COG1193@1|root,COG1193@2|Bacteria,1TP5W@1239|Firmicutes,248YK@186801|Clostridia	186801|Clostridia	L	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity	mutS2	-	-	ko:K07456	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_III,MutS_V,Smr
MGYG000000076_02974	556261.HMPREF0240_04156	7.11e-36	132.0	COG5578@1|root,COG5578@2|Bacteria,1V3XD@1239|Firmicutes,24K78@186801|Clostridia,36KAQ@31979|Clostridiaceae	186801|Clostridia	S	Protein of unknown function, DUF624	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_10,DUF624
MGYG000000076_00897	515620.EUBELI_00163	1.33e-277	768.0	COG1488@1|root,COG1488@2|Bacteria,1TPDW@1239|Firmicutes,247NY@186801|Clostridia,25URI@186806|Eubacteriaceae	186801|Clostridia	H	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP	pncB	-	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	-	NAPRTase,QRPTase_C,QRPTase_N
MGYG000000076_02375	397288.C806_03259	4.06e-52	168.0	COG3976@1|root,COG3976@2|Bacteria,1VFG0@1239|Firmicutes,24RHT@186801|Clostridia,27MHD@186928|unclassified Lachnospiraceae	186801|Clostridia	C	FMN_bind	-	-	-	-	-	-	-	-	-	-	-	-	FMN_bind,Ferric_reduct
MGYG000000076_03276	622312.ROSEINA2194_02248	1.78e-163	459.0	COG0543@1|root,COG0543@2|Bacteria,1TQ5D@1239|Firmicutes,24AY2@186801|Clostridia	186801|Clostridia	C	Responsible for channeling the electrons from the oxidation of dihydroorotate from the FMN redox center in the PyrD type B subunit to the ultimate electron acceptor NAD(	pyrK	-	-	ko:K02823	ko00240,ko01100,map00240,map01100	-	-	-	ko00000,ko00001	-	-	-	DHODB_Fe-S_bind,FAD_binding_6,NAD_binding_1,NAD_binding_6
MGYG000000076_01333	585394.RHOM_04735	1.96e-108	317.0	2B3FQ@1|root,31W4P@2|Bacteria,1V6XF@1239|Firmicutes,24KDR@186801|Clostridia	186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_00789	140626.JHWB01000022_gene2043	8.93e-38	128.0	COG1925@1|root,COG1925@2|Bacteria,1VA0R@1239|Firmicutes,24QIP@186801|Clostridia	186801|Clostridia	G	phosphocarrier, HPr family	-	-	-	ko:K11189	-	-	-	-	ko00000,ko02000	4.A.2.1	-	-	PTS-HPr
MGYG000000076_01968	622312.ROSEINA2194_02907	0.0	1170.0	COG1501@1|root,COG1501@2|Bacteria,1TR8N@1239|Firmicutes,24A10@186801|Clostridia	186801|Clostridia	G	Belongs to the glycosyl hydrolase 31 family	-	-	3.2.1.20	ko:K01187	ko00052,ko00500,ko01100,map00052,map00500,map01100	-	R00028,R00801,R00802,R06087,R06088	RC00028,RC00049,RC00077	ko00000,ko00001,ko01000	-	GH31	-	DUF4968,DUF5110,Gal_mutarotas_2,Glyco_hydro_31
MGYG000000076_00756	585394.RHOM_15815	7.07e-69	212.0	COG1516@1|root,COG1516@2|Bacteria,1VD1Q@1239|Firmicutes,24PMH@186801|Clostridia	186801|Clostridia	NOU	Flagellar protein FliS	-	-	-	ko:K02422	ko02040,map02040	-	-	-	ko00000,ko00001,ko02035	-	-	-	FliS
MGYG000000076_03245	1235798.C817_05507	1.71e-43	144.0	29SBN@1|root,30DG6@2|Bacteria,1UB9A@1239|Firmicutes,24VZQ@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_02990	411489.CLOL250_02693	2.96e-125	386.0	COG5492@1|root,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	3.2.1.41	ko:K01200	ko00500,ko01100,ko01110,map00500,map01100,map01110	-	R02111	-	ko00000,ko00001,ko01000	-	CBM48,GH13	-	AMPK1_CBM,Alpha-amylase,Big_2,Big_5,CBM_48,CHB_HEX_C_1,DUF1966,DUF5011,Flg_new,Gram_pos_anchor,LRR_5,Malt_amylase_C,PUD,SLH,fn3
MGYG000000076_01658	585394.RHOM_12325	1.04e-70	225.0	2CJWU@1|root,32SAY@2|Bacteria,1V3P4@1239|Firmicutes,24SCQ@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01104	585394.RHOM_07265	0.0	908.0	COG1461@1|root,COG1461@2|Bacteria,1TQMX@1239|Firmicutes,247XI@186801|Clostridia	186801|Clostridia	S	DAK2 domain fusion protein YloV	-	-	-	ko:K07030	-	-	-	-	ko00000	-	-	-	Dak1_2,Dak2
MGYG000000076_01986	622312.ROSEINA2194_01459	2.28e-276	759.0	COG0766@1|root,COG0766@2|Bacteria,1TPAU@1239|Firmicutes,2488W@186801|Clostridia	186801|Clostridia	M	Belongs to the EPSP synthase family. MurA subfamily	murA	-	2.5.1.7	ko:K00790	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R00660	RC00350	ko00000,ko00001,ko01000,ko01011	-	-	-	EPSP_synthase
MGYG000000076_02828	585394.RHOM_14510	2.84e-275	758.0	COG0201@1|root,COG0201@2|Bacteria,1TPHB@1239|Firmicutes,248T9@186801|Clostridia	186801|Clostridia	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently	secY	-	-	ko:K03076	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5	-	-	SecY
MGYG000000076_02796	585394.RHOM_06725	3.11e-196	578.0	COG0840@1|root,COG0840@2|Bacteria,1TP5A@1239|Firmicutes,247S3@186801|Clostridia	186801|Clostridia	NT	methyl-accepting chemotaxis protein	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	HAMP,MCPsignal,dCache_1,sCache_2
MGYG000000076_00882	1226325.HMPREF1548_02362	2.04e-232	645.0	COG1168@1|root,COG1168@2|Bacteria,1TP5G@1239|Firmicutes,248AY@186801|Clostridia,36DKQ@31979|Clostridiaceae	186801|Clostridia	E	PFAM Aminotransferase class I and II	-	-	4.4.1.8	ko:K14155	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230	-	R00782,R01286,R02408,R04941	RC00056,RC00069,RC00382,RC00488,RC00710,RC01245,RC02303	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_1_2
MGYG000000076_00980	585394.RHOM_13060	7.12e-98	313.0	COG2199@1|root,COG2199@2|Bacteria,1V0N3@1239|Firmicutes,24FMU@186801|Clostridia	186801|Clostridia	T	diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	7TMR-DISM_7TM,GGDEF,HAMP,Peripla_BP_3,SBP_bac_3,dCache_1
MGYG000000076_01264	622312.ROSEINA2194_01592	4.84e-61	201.0	COG1512@1|root,COG1512@2|Bacteria,1V8N5@1239|Firmicutes,24H2W@186801|Clostridia	186801|Clostridia	S	TPM domain	-	-	-	ko:K06872	-	-	-	-	ko00000	-	-	-	TPM_phosphatase
MGYG000000076_01707	622312.ROSEINA2194_02259	6.29e-83	255.0	COG0850@1|root,COG0850@2|Bacteria,1VAPC@1239|Firmicutes,24MV1@186801|Clostridia	186801|Clostridia	D	Cell division inhibitor that blocks the formation of polar Z ring septums. Rapidly oscillates between the poles of the cell to destabilize FtsZ filaments that have formed before they mature into polar Z rings. Prevents FtsZ polymerization	minC	-	-	ko:K03610	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	FapA,MinC_C,MinC_N
