feature	MGYG000000002	MGYG000000003	MGYG000000004	MGYG000000013	MGYG000000022	MGYG000000076	MGYG000000106	MGYG000000215	MGYG000000756	MGYG000001881	MGYG000002323
tpx K11065	0	0	0	0	0	0	1	0	0	0	1
tqsA K11744	0	0	0	0	0	0	0	0	0	0	1
traC K12063	0	0	0	1	0	0	0	0	0	0	0
traG	0	0	0	2	0	0	0	0	0	0	0
traI K03169	1	0	0	0	0	1	0	0	0	0	0
traK K03205	0	0	0	0	0	1	0	0	0	0	0
traM	0	3	0	1	0	0	0	0	0	0	0
trbF K03200 K20531	0	1	0	0	0	0	0	0	0	0	0
treA K01194	0	0	0	0	0	0	0	0	0	0	1
treB K02818 K02819	0	0	0	0	0	0	0	0	0	0	1
treC K01182 K01187 K01226	0	0	0	0	0	0	0	0	0	0	2
treF K01194	0	0	0	0	0	0	0	0	0	0	1
treP K02817 K02818 K02819	0	0	0	0	0	0	1	0	0	0	0
treP K04844 K05342	0	0	0	0	0	0	1	0	0	0	0
trePP K00691 K03731	0	0	0	0	0	0	1	0	0	0	0
treR K03486	0	0	0	0	0	0	1	0	0	0	0
trg K03406 K05874 K05875 K05876 K05877	0	0	0	0	0	0	0	0	0	0	1
trkA K03499	1	0	1	1	1	1	0	1	1	0	1
trkA2 K03499	0	0	1	0	1	0	0	0	0	0	0
trkG K03498	0	0	0	0	0	0	0	0	0	0	1
trkH K03498	1	1	1	2	1	1	0	1	1	0	1
trmA K00557	0	0	0	0	0	0	0	0	0	0	1
trmB K03439	1	1	1	0	1	1	1	1	1	1	1
trmD K00554	0	1	1	1	2	1	1	2	1	1	0
trmFO K04094	0	0	1	1	1	0	1	0	0	0	0
trmH K00556	0	1	0	0	0	0	0	0	1	0	1
trmH K03218	0	0	0	0	0	0	1	0	0	0	0
trmH K03218 K03437	0	1	0	1	0	0	0	0	0	0	0
trmI K07442	0	0	0	0	0	0	0	0	1	0	0
trmJ K02533 K15396	0	0	0	0	0	0	0	0	0	0	1
trmK K06967	1	0	1	0	1	1	1	0	0	0	0
trmL K03216	1	0	1	0	0	1	0	0	0	0	1
trmU K00566	1	0	0	1	0	0	0	1	0	0	0
trpA K01695	1	0	0	1	0	1	0	0	1	1	1
trpB K01696	1	0	0	0	0	0	0	0	1	0	1
trpB K01696 K01817	0	0	0	1	0	1	0	0	0	0	0
trpB K06001	0	1	1	1	0	1	0	0	0	0	0
trpC K01609	1	0	0	1	0	1	0	0	0	0	0
trpD K00766	0	0	0	0	0	0	0	0	1	0	0
trpD K00766 K13497	1	0	0	1	0	1	0	0	0	0	2
trpD K13497	0	0	0	0	0	0	0	0	0	2	0
trpE K01657	1	0	0	1	0	1	0	0	1	0	0
trpE K01657 K13503	0	0	0	0	0	0	0	0	0	0	1
trpF K01696 K01817 K13498 K22100	0	0	0	0	0	1	0	0	0	0	0
trpF K01817	1	0	0	1	0	0	0	0	1	1	0
trpG K01658	1	0	0	0	0	1	0	0	0	0	0
trpG K01658 K01664	0	0	0	1	0	0	0	1	1	0	0
trpH K07053	0	0	0	0	0	0	0	0	0	0	1
trpR K03720	0	0	0	0	0	0	0	0	0	0	1
trpS K01867	2	1	1	1	1	1	1	1	0	0	0
truA K06173	2	1	1	1	1	1	2	1	1	0	1
truA1 K06173	0	0	0	0	0	1	0	0	0	0	0
truB K03177	1	1	1	1	1	1	0	1	1	1	1
truB K03177 K03483	0	0	0	0	0	0	1	0	0	0	0
truC K06175	0	0	0	0	0	0	0	0	0	0	2
truD K06176	0	0	0	0	0	0	0	0	0	0	2
trxA K00384 K03671	0	0	0	0	0	0	0	0	1	0	0
trxA K03671	2	1	2	0	1	2	1	1	0	0	1
trxA1 K03671	0	0	0	0	0	1	0	0	0	0	0
trxA2	0	0	0	2	0	0	0	0	0	0	0
trxB K00384	1	1	2	1	0	1	1	1	1	0	1
trxB1 K00384	1	0	2	0	0	0	0	0	0	0	0
trxC K03672	0	0	0	0	0	0	0	0	0	0	1
tsaA	1	0	1	0	1	0	0	0	0	0	0
tsaC K07566	0	0	0	0	0	0	0	0	0	0	1
tsaD K01409	1	1	1	1	1	1	1	1	1	1	1
tsaE K06925	0	0	0	0	0	0	0	0	1	0	0
tsf K02357	1	1	1	1	1	1	1	1	1	1	1
tsgA K06141	0	0	0	0	0	0	0	0	0	0	1
tsgB13 K02057	1	0	1	0	0	1	0	0	0	0	0
tsgC13 K02057	1	0	1	0	0	1	0	0	0	0	0
tspO K05770	0	0	0	0	0	0	1	0	0	0	0
tsr K03406 K05874 K05875 K05876 K05877	0	0	0	0	0	0	0	0	0	0	1
tsx K05517	0	0	0	0	0	0	0	0	0	0	1
ttcA	1	0	0	0	0	2	0	0	0	0	0
ttcA K14058	0	0	0	1	0	0	0	1	0	0	1
ttcA2	0	0	1	0	2	1	0	0	0	0	0
ttdA K03779	0	0	0	0	0	0	0	0	0	0	1
ttdB K01678 K03780	0	0	0	0	0	1	0	0	0	0	0
ttdR K16135 K21742	0	0	0	0	0	0	0	0	0	0	1
ttdT K11106	0	0	0	0	0	0	0	0	0	0	2
tuf K02358	1	1	1	1	1	1	1	1	1	1	2
tuf K02358 K15771	0	0	0	0	0	0	1	0	0	0	0
tus K10748	0	0	0	0	0	0	0	0	0	0	1
tusA K04085	0	0	0	0	0	0	0	0	0	0	1
tusB K07237	0	0	0	0	0	0	0	0	0	0	1
tusE K11179	0	0	0	0	0	0	0	0	0	0	1
tvaI	1	0	0	0	0	1	0	0	0	0	0
typA K06207	1	2	1	1	1	1	1	2	1	0	1
tyrA K00210	0	0	0	1	0	0	0	0	0	0	0
tyrA K00210 K04517	0	0	0	0	0	0	0	0	1	0	0
tyrA K04092	0	0	0	0	0	0	0	0	1	0	0
tyrA K04517	1	2	1	0	0	1	1	0	0	0	0
tyrB K00832	0	0	0	0	0	0	0	0	0	0	1
tyrP K03834	0	0	0	0	0	0	0	0	0	0	1
tyrR K03721	0	0	0	0	0	0	0	0	0	0	1
tyrS K01866	1	1	1	1	1	1	1	1	1	0	1
ubiA	0	0	0	0	0	1	0	0	0	0	0
ubiA K02548	0	0	0	0	0	0	1	0	0	0	0
ubiA K03179	0	0	0	0	0	0	0	0	0	0	1
ubiB K03688	0	0	0	0	0	0	1	0	0	0	1
ubiC K03181	0	0	0	0	0	0	0	0	0	0	1
ubiD K03182	0	0	0	0	0	0	0	0	0	0	1
ubiE K03183	0	0	0	0	0	0	0	0	0	0	1
ubiE_2	0	0	0	0	0	0	1	0	0	0	0
ubiF K03184	0	0	0	0	0	0	0	0	0	0	1
ubiG K00568	0	0	0	0	0	0	0	0	0	0	1
ubiX K03186	0	0	0	0	0	2	0	0	0	0	1
ucpA K00059 K18335	0	0	0	0	0	0	0	0	0	0	1
udgA K21929	0	0	1	0	1	0	0	0	0	0	0
udk K00855 K00876	0	0	0	0	0	0	0	0	0	0	1
udk K00876	1	1	0	1	1	2	1	2	0	0	0
udk2 K00876	0	1	0	1	0	0	0	1	0	0	0
udp K00757	1	1	2	1	0	0	0	1	0	0	1
ugcG K00720	0	1	0	0	0	0	0	0	0	0	0
ugd K00012	0	0	0	3	0	1	0	2	0	0	1
ugp K00963	0	0	0	0	0	0	0	0	1	0	0
ugpA K05814	0	0	0	0	0	0	0	0	0	0	1
ugpB K05813	0	0	0	0	0	0	0	0	0	0	1
ugpC K05816	0	0	0	0	0	0	0	0	0	0	2
ugpC K10112	0	0	0	0	0	0	0	0	1	0	0
ugpC_1 K10112	1	0	0	0	0	1	0	0	0	0	0
ugpQ K01126	0	0	0	0	0	0	0	0	0	0	1
uhpA	0	1	0	1	0	0	0	0	0	0	0
uhpA K07686 K07689 K20264	0	0	0	0	0	0	0	0	0	0	2
uhpB K07675 K20263	0	0	0	0	0	0	0	0	0	0	1
uhpC K07783	0	0	0	0	0	0	0	0	0	0	1
uhpC_2 K07783	0	3	0	1	0	0	0	0	0	0	0
uhpT K07784	0	0	0	0	0	0	0	0	0	0	1
uidA	0	0	0	0	0	0	1	0	0	0	0
uidA K01195	0	0	0	0	0	0	0	0	0	0	1
uidB K03292	0	0	0	1	0	0	0	0	0	0	0
uidB K03292 K16139	0	0	0	0	0	0	0	0	0	0	1
uidB_2 K03292	0	0	0	0	0	1	0	0	0	0	0
uidC K16140	0	0	0	0	0	0	0	0	0	0	1
uidR K16138	0	0	0	0	0	0	0	0	0	0	1
ulaA K02822 K03475	0	0	0	0	0	0	0	0	0	0	2
ulaD K03078	0	0	0	0	0	0	0	0	0	0	2
ulaE K03079	0	0	1	0	0	0	0	0	0	0	2
ulaF K03077	1	0	0	0	0	1	0	0	0	0	0
ulaG K03476	0	0	1	0	0	0	0	0	0	0	1
ulaR K03477	0	0	0	0	0	0	0	0	0	0	1
umuC K03502	0	0	0	1	0	0	0	0	0	0	0
ung K03648	1	1	0	1	0	1	1	1	1	0	1
ung2 K21929	0	0	0	0	0	0	1	0	0	0	0
upp K00761	1	1	1	1	1	1	1	1	1	0	1
uppP K06153	2	2	1	1	2	2	1	1	1	1	1
uppS K00806	1	1	1	1	1	0	1	1	0	0	0
uppS K00806 K14215 K21273	0	0	0	0	0	0	0	0	1	0	0
uraA K02824	1	0	0	0	0	0	0	0	0	0	1
uraA K02824 K09016	0	0	0	0	0	0	0	0	0	0	1
uraA2 K03458	0	0	1	0	0	0	0	0	0	0	0
usg K00133	0	0	0	0	0	0	0	0	0	0	1
ushA K01081	0	0	0	1	0	0	0	1	0	0	0
ushA K11751	0	0	0	0	1	0	0	0	0	0	1
uspA	0	0	0	1	0	0	1	0	1	0	0
uspA K06149	0	0	0	0	0	0	0	0	0	0	1
uspB K06144	0	0	0	0	0	0	0	0	0	0	1
uspC K14064	0	0	0	0	0	0	0	0	0	0	1
uspD K14065	0	0	0	0	0	0	0	0	0	0	1
uspE K14055	0	0	0	0	0	0	0	0	0	0	1
uspF K14061	0	0	0	0	0	0	0	0	0	0	1
uspG K11932	0	0	0	0	0	0	0	0	0	0	1
uvrA K03701	1	0	2	0	1	1	1	0	1	0	1
uvrA1 K03701	0	1	0	1	0	0	0	1	0	0	0
uvrA2 K03701	0	2	0	1	0	0	0	1	0	0	0
uvrA3 K03701	0	0	0	0	0	0	0	0	1	0	0
uvrB K03702	1	1	1	1	1	1	1	1	1	1	1
uvrB3 K07464	0	0	0	0	0	0	1	0	0	0	0
uvrC K03703	1	1	1	1	1	1	1	1	1	0	1
uvrD K03657	0	0	0	0	0	0	0	0	0	0	1
uvrD2	0	0	0	1	0	0	0	2	0	0	0
uvrD2 K03657	0	0	0	0	0	0	0	0	2	0	0
uvrY K07689	0	0	0	0	0	0	0	0	0	0	1
uxaA K01685	1	0	0	0	1	1	0	0	0	0	1
uxaA K01685 K01708	0	1	0	1	0	0	1	0	0	0	0
uxaA K01685 K16849	0	0	1	0	0	0	0	0	0	0	0
uxaB K00009 K00041	0	1	0	1	0	0	0	0	0	0	0
uxaB K00040 K00041	0	0	0	0	0	0	0	0	0	0	2
uxaB K00041	1	0	0	0	0	0	1	0	0	0	0
uxaC K01812	1	2	0	2	1	1	1	0	0	0	1
uxuA K01686	0	1	0	2	1	2	1	0	0	0	1
uxuB	0	1	0	1	0	0	0	0	0	0	0
uxuB K00040	0	0	0	0	0	0	0	0	0	0	1
uxuB_1	0	0	0	1	0	0	0	0	0	0	0
uxuR K13637	0	0	0	0	0	0	0	0	0	0	1
vWFA1	0	0	1	0	0	0	0	0	0	0	0
vacJ K04754	0	0	0	0	0	0	0	0	0	0	1
valS K01873	1	1	1	2	2	1	1	1	1	2	2
vanB K15739 K18856	0	0	0	0	0	0	1	0	0	0	0
vanR	0	0	0	0	0	0	1	0	0	0	0
vanR3	0	0	0	0	0	1	0	0	0	0	0
vanS K18350	2	0	0	0	0	0	0	0	0	0	0
vapC K18828	0	0	0	0	0	0	0	0	0	0	1
vasA K11896	0	0	0	0	0	0	0	0	0	0	3
vasD K11906	0	0	0	0	0	0	0	0	0	0	1
vasI K11909	0	0	0	0	0	0	0	0	0	0	1
vasJ K11910	0	0	0	0	0	0	0	0	0	0	1
vat K18234	0	0	1	0	0	1	1	0	0	0	0
vat_2 K18234	0	1	0	1	0	0	0	0	0	0	0
vdlC	0	0	0	1	0	0	0	0	0	0	0
veg	0	0	0	0	0	1	1	0	0	0	0
ves K09975	0	0	0	0	0	0	0	0	0	0	1
vex K02003	0	0	0	0	0	0	0	0	1	0	0
vgrG K11904	0	0	0	0	0	0	0	0	0	0	2
vicK	0	1	0	0	0	0	0	1	0	0	0
vicK K07652	0	0	0	0	0	0	1	0	0	0	0
vicX	0	0	0	1	0	0	0	1	0	0	0
vicX K00784	0	0	0	0	0	0	1	0	0	0	0
virA	0	0	0	0	0	0	0	0	0	0	1
virD2	0	0	0	0	1	0	0	0	0	0	0
virE2	0	2	0	0	0	0	0	0	0	0	0
visC K18800	0	0	0	0	0	0	0	0	0	0	1
vncS K10819 K18986	0	0	1	0	0	0	0	0	0	0	0
vorA K00175	0	1	0	1	0	0	0	1	0	0	0
vorB K00174	0	1	1	1	0	0	0	1	0	0	0
vraR K07694 K11618	0	0	0	0	0	0	1	0	0	0	0
vraS K07681 K11617	0	0	0	0	0	0	1	0	0	0	0
vsr K07458	0	1	0	1	0	0	0	2	1	0	0
waaA K02527	0	1	0	1	0	0	0	0	0	0	0
waaD K00713 K00754 K03280	0	0	0	0	0	0	0	0	0	0	1
waaK K00713 K00754 K03280	0	0	0	0	0	0	0	0	0	0	1
waaM K02517	0	1	0	1	0	0	0	1	0	0	0
wbbL K07011	0	0	0	0	0	0	0	1	0	0	0
wbbL_1 K07011	0	0	0	0	0	0	0	1	0	0	0
wbpM	0	2	0	2	0	0	0	0	0	0	0
wbpO K02474 K13015	0	1	0	0	0	0	0	1	0	0	0
wbpP K01784 K02473	0	1	0	0	0	0	0	0	0	0	0
wbsE	0	0	0	0	0	0	0	1	0	0	0
wbyL K13002	0	0	0	0	0	0	0	0	0	1	0
wcaA	0	0	0	0	0	0	0	0	0	0	1
wcaB K03819	0	0	0	0	0	0	0	0	0	0	1
wcaD K13620	0	0	0	0	0	0	0	0	0	0	2
wcaE K13683	0	0	0	0	0	0	0	0	0	0	1
wcaF K03818	0	0	0	0	0	0	0	0	0	0	1
wcaI K03208	0	0	0	0	0	0	0	0	0	0	1
wcaJ K03606	0	0	0	0	0	0	0	0	0	0	1
wcaJ_2 K00996 K03606	0	0	0	3	0	0	0	1	0	0	0
wcaK K16710	0	0	0	0	0	0	0	0	0	0	1
wcaM K16711	0	0	0	0	0	0	0	0	0	0	2
wcgX K02851	0	0	0	2	0	0	0	0	0	0	0
wcoI	0	0	0	0	0	0	0	0	1	0	0
wecA K02851	0	0	0	0	0	0	0	0	0	0	1
wecB K01791	1	1	0	1	0	0	0	1	0	0	0
wecB K01791 K08068	0	0	0	0	0	0	0	0	0	0	1
wecC K02472	0	0	0	0	0	0	0	0	0	0	1
wecD	0	1	0	0	0	0	0	0	0	0	0
wecE K02805	0	0	0	0	0	0	0	0	0	0	1
wecH	0	0	0	0	0	0	0	0	0	0	1
whiA K09762	1	0	1	0	1	1	1	0	1	0	0
whiB K18955	0	0	0	0	0	0	0	0	1	0	0
whiB2 K18955	0	0	0	0	0	0	0	0	1	0	0
wrbA K03809	0	0	0	0	0	0	0	0	0	0	1
wxcM	0	0	0	0	0	0	0	1	0	0	0
wxcN K20534	0	0	0	0	0	0	0	1	0	0	0
wza K01991	0	0	0	0	0	0	0	0	0	0	1
wzb K01104 K20945	0	0	0	0	0	0	0	0	0	0	1
wzc K08252 K08253 K16692	0	0	0	0	0	2	0	0	0	0	0
wzc K16692	0	0	0	0	0	0	0	0	0	0	1
wzxC K03328 K16695	0	0	0	0	0	0	0	0	0	0	1
wzxE K03328 K16693	0	0	0	0	0	0	0	0	0	0	1
wzyE K02853	0	0	0	0	0	0	0	0	0	0	1
wzzB K05789	0	0	0	0	0	0	0	0	0	0	1
wzzE K05790	0	0	0	0	0	0	0	0	0	0	1
xadA K21449	0	0	0	0	0	0	0	0	0	0	1
xanP	1	0	0	0	0	0	0	0	0	0	0
xanP K03458 K16345	0	0	0	0	0	0	0	0	0	0	1
xapA K00772 K03783 K03815 K19696	0	0	0	0	0	0	0	0	0	0	1
xapA K03783	0	1	0	0	0	0	0	0	0	0	0
xapB K03289 K11537	0	0	0	0	0	0	0	0	0	0	1
xapR K21757	0	0	0	0	0	0	0	0	0	0	1
xdhA K00087	1	0	1	0	0	0	0	0	0	0	1
xdhB K13479	1	0	1	0	0	0	0	0	0	0	0
xdhB K13479 K16878	0	0	0	0	0	0	0	0	0	0	2
xdhD	1	0	0	0	1	1	0	0	0	0	0
xdhD K12528	0	0	0	0	0	0	0	0	0	0	2
xerC K03733	0	1	0	1	0	0	0	1	0	0	1
xerC K03733 K04763	0	0	1	0	1	0	1	0	1	0	0
xerC K04763	1	1	0	1	0	1	0	1	0	0	0
xerD K03733 K04763	0	0	0	0	0	0	0	0	1	0	0
xerD K04763	0	0	0	0	0	0	1	0	0	0	1
xerD1 K04763	0	0	0	0	0	0	0	0	0	1	0
xerD2 K04763	0	0	0	0	0	0	1	0	0	0	0
xerS	1	0	0	0	0	0	0	0	0	0	0
xerS K03733	0	0	0	0	0	1	0	0	0	0	0
xfp K01621	0	0	0	0	0	1	1	0	1	0	0
xkdM	0	0	1	0	0	0	0	0	0	0	0
xly	0	0	0	1	0	0	0	1	0	0	0
xpt K03816	1	0	1	1	0	1	1	1	1	0	0
xseA K03601	1	2	1	1	2	1	1	1	2	0	1
xseB K03602	1	0	0	1	1	1	1	1	0	0	1
xth K01142	1	0	1	1	1	1	0	1	1	0	0
xthA K01142	0	0	0	0	0	0	0	0	0	0	1
xylA K01805	0	0	0	1	0	0	1	0	1	0	1
xylB K00854	1	0	3	1	0	1	1	0	1	0	1
xylB K01198 K01209	0	0	0	2	0	0	0	0	0	0	0
xylB_2 K00854	0	0	0	1	0	0	0	0	0	0	0
xylE K02100 K03444 K08138	0	0	0	1	0	0	0	0	0	0	0
xylF K10543	0	0	0	0	0	0	0	0	0	0	1
xylF K10543 K10820	1	0	2	0	0	0	0	0	0	0	0
xylG K02056 K10441 K10542 K10545 K10551	0	0	0	0	0	0	0	0	0	0	1
xylG K10545	0	0	2	0	0	0	0	0	0	0	0
xylH K10544 K10547	0	0	0	0	0	0	0	0	0	0	1
xylR	0	0	0	0	0	0	1	0	1	0	0
xylR K02529	0	0	0	0	0	0	0	0	0	0	1
xynA K01181	0	0	0	1	0	0	0	0	0	0	0
xynB	0	0	0	3	0	0	0	1	0	0	0
xynB K01198	0	0	0	0	0	1	0	0	0	0	0
xynBA	0	0	0	1	0	0	0	0	0	0	0
xynB_10	0	0	0	1	0	0	0	0	0	0	0
xynD K22278	0	0	0	0	0	0	3	0	0	0	0
xynT K01181	0	0	0	2	0	0	0	0	0	0	0
xynZ	0	0	0	2	0	0	0	0	0	0	0
yaaA K09861	0	1	0	1	0	0	0	1	0	0	0
yaaA K14761	1	0	1	0	1	1	1	0	0	0	0
yaaH K07034	0	0	0	0	0	0	0	0	0	0	1
yaaJ K03310	0	0	0	0	0	0	0	0	0	0	2
yaaK K09747	0	0	0	0	0	0	1	0	0	0	0
yaaN	0	0	0	0	0	0	1	0	0	0	0
yaaQ	0	0	1	0	0	0	1	0	0	0	0
yaaT	1	1	1	1	1	1	1	0	0	0	0
yaaU K08368	0	0	0	0	0	0	0	0	0	0	1
yaaW	0	0	0	0	0	0	0	0	0	0	2
yaaX	0	0	0	0	0	0	0	0	0	0	1
yabA	0	0	0	0	0	0	1	0	0	0	0
yabB K07461 K15460	0	0	0	0	0	0	1	0	0	0	0
yabE	0	0	0	0	1	0	0	0	0	0	0
yabE K02424	0	0	0	0	0	0	1	0	0	0	0
yabI	0	0	0	0	0	0	0	0	0	0	1
yabM K03328	0	0	0	0	0	0	1	0	0	0	0
yabO	0	0	0	0	0	0	1	0	0	0	0
yabP	1	0	1	0	1	1	0	0	0	0	0
yabR K07571	0	0	0	0	0	0	1	0	0	0	0
yacC	0	0	0	0	0	0	0	0	0	0	1
yacG K09862	0	0	0	0	0	0	0	0	0	0	1
yacH	0	0	0	0	0	0	0	0	0	0	1
yacL	0	0	0	0	0	0	1	0	0	0	0
yacL K09910	0	0	0	0	0	0	0	0	0	0	1
yacO K03218	1	0	1	0	1	1	0	0	0	0	0
yacP K06962	0	0	0	0	0	0	1	0	0	0	0
yadC K07350	0	0	0	0	0	0	0	0	0	0	1
yadD	0	0	0	0	0	0	0	0	0	0	1
yadE	0	0	0	0	0	0	0	0	0	0	1
yadG K01990	0	0	0	0	0	0	0	0	0	0	1
yadH K01992	0	0	0	0	0	0	0	0	0	0	1
yadI	0	0	0	0	0	0	0	0	0	0	1
yadK	0	0	0	0	0	0	0	0	0	0	1
yadL	0	0	0	0	0	0	0	0	0	0	1
yadM	0	0	0	0	0	0	0	0	0	0	1
yadN	0	0	0	0	0	0	0	0	0	0	1
yadS	0	0	0	1	0	0	0	1	0	0	1
yadV K15540	0	0	0	0	0	0	0	0	0	0	1
yaeB	0	0	0	0	0	0	0	0	0	0	1
yaeH	0	0	0	0	0	0	0	0	0	0	1
yaeP	0	0	0	0	0	0	0	0	0	0	1
yaeQ	0	0	0	0	0	0	0	0	0	0	1
yaeR K08234	0	0	0	0	0	0	0	0	0	0	1
yaeT K07277	0	1	0	1	0	0	0	1	0	0	0
yafC	0	0	0	0	0	0	0	0	0	0	1
yafD	0	0	0	0	0	0	0	0	0	0	1
yafE	0	0	0	0	0	0	0	0	0	0	1
yafJ	0	0	0	0	0	0	0	0	0	0	1
yafK	0	0	0	0	0	0	0	0	0	0	1
yafL K01183 K19303	0	0	0	0	0	0	0	0	0	0	2
yafO K19160	0	0	0	0	0	0	0	0	0	0	2
yafP K03830	0	0	0	1	0	0	0	0	0	0	1
yafQ K19157	0	0	0	0	0	0	0	0	0	0	1
yafS	0	0	0	0	0	0	0	0	0	0	1
yafT	0	0	0	0	0	0	0	0	0	0	1
yafV K11206 K13566	0	0	0	0	0	0	0	0	0	0	1
yafV K13566	0	1	0	0	0	0	0	0	0	0	0
yagE K01714 K22397	0	0	0	0	0	0	0	0	0	0	1
yagU K08996	0	0	0	0	0	0	0	0	0	0	1
yahA K13244	0	0	0	0	0	0	0	0	0	0	1
yahB	0	0	0	0	0	0	0	0	0	0	1
yahC	0	0	0	0	0	0	0	0	0	0	1
yahE	0	0	0	0	0	0	0	0	0	0	2
yahF	0	0	0	0	0	0	0	0	0	0	1
yahG	0	0	0	0	0	0	0	0	0	0	1
yahI K00926	0	0	0	0	0	0	0	0	0	0	1
yahJ K01485	0	0	0	0	0	0	0	0	0	0	1
yahK K13979	0	0	0	0	0	0	0	0	0	0	1
yahN K03329	0	0	0	0	0	0	0	0	0	0	1
yahO	0	0	0	0	0	0	0	0	0	0	1
yaiA	0	0	0	0	0	0	0	0	0	0	1
yaiI K09768	0	0	0	0	0	0	0	0	0	0	1
yaiO	0	0	0	0	0	0	0	0	0	0	1
yaiP	0	0	0	0	0	0	0	0	0	0	2
yaiS	0	0	0	0	0	0	0	0	0	0	1
yaiT	0	0	0	0	0	0	0	0	0	0	1
yaiW	0	0	0	0	0	0	0	0	0	0	1
yaiY	0	0	0	0	0	0	0	0	0	0	1
yaiZ	0	0	0	0	0	0	0	0	0	0	1
yajC K03210	1	1	1	1	1	1	1	2	1	0	1
yajD	0	0	0	0	0	0	0	0	0	0	1
yajG K07286	0	0	0	0	0	0	0	0	0	0	1
yajI	0	0	0	0	0	0	0	0	0	0	1
yajL K03152	1	0	1	1	1	1	0	1	0	0	0
yajO	0	0	0	0	0	0	0	0	0	0	1
yajQ K09767	0	0	0	0	0	0	0	0	0	0	1
yajR	0	0	0	0	0	0	0	0	0	0	1
yazA K07461	0	0	0	0	0	0	1	0	0	0	0
ybaA	0	0	0	0	0	0	0	0	0	0	1
ybaB K09747	0	0	0	0	0	0	0	0	0	0	1
ybaE	0	0	0	0	0	0	0	0	0	0	1
ybaK K03976	1	1	1	1	1	1	0	0	1	2	1
ybaL K03455	0	0	0	0	0	0	0	0	0	0	1
ybaL_1	0	1	0	1	0	0	0	1	0	0	0
ybaM	0	0	0	0	0	0	0	0	0	0	1
ybaN K09790	0	0	0	0	0	0	0	0	0	0	1
ybaO K05800	0	0	0	0	0	0	0	0	0	0	1
ybaP K09973	0	0	0	0	0	0	0	0	0	0	1
ybaQ K21498	0	0	0	0	0	0	0	0	0	0	1
ybaT	0	0	0	0	0	0	0	0	0	0	1
ybaV K00784 K02237	0	0	1	0	0	0	0	0	0	0	0
ybaY K09914	0	0	0	0	0	0	0	0	0	0	1
ybaZ K07443	0	0	0	0	0	0	0	0	0	0	1
ybbF K02808 K02809 K02810	0	0	0	0	0	0	1	0	0	0	0
ybbH_1	0	0	0	0	0	0	1	0	0	0	0
ybbJ	0	0	0	0	0	0	1	0	0	0	0
ybbJ K07340	0	0	0	0	0	0	0	0	0	0	1
ybbK	0	0	0	0	0	0	1	0	0	0	0
ybbL K02068	0	0	0	0	0	0	1	0	0	0	0
ybbM K02069	0	0	0	0	0	0	1	1	0	0	2
ybbN K03671 K05838	0	0	0	0	0	0	0	0	0	0	1
ybbN K05838	0	0	0	0	0	0	0	0	1	0	0
ybbO	0	0	0	0	0	0	0	0	0	0	1
ybbP K02004	0	0	0	0	0	0	0	0	0	0	2
ybbR	0	0	0	0	0	0	1	0	0	0	0
ybbW K03457 K10975	0	0	0	0	0	0	0	0	0	0	1
ybbY	0	0	0	0	0	0	0	0	0	0	1
ybcH	0	0	0	0	0	0	0	0	0	0	1
ybcH K06889	0	0	0	0	0	0	1	0	0	0	0
ybcI K07038	0	0	0	0	0	0	0	0	0	0	1
ybcJ K14761	0	0	0	0	0	0	0	0	0	0	1
ybcS K01185	0	0	0	0	0	0	0	0	0	0	1
ybdD	0	0	0	0	0	0	0	0	0	0	1
ybdF	0	0	0	0	0	0	0	0	0	0	1
ybdG K16053	0	0	0	0	0	0	0	0	0	0	1
ybdG_1 K16053	0	0	0	1	0	0	0	0	0	0	0
ybdG_2 K16053	0	2	0	1	0	0	0	0	0	0	0
ybdH K08317	0	0	0	0	0	0	0	0	0	0	1
ybdJ	0	0	0	0	0	0	0	0	0	0	1
ybdK K06048	0	0	0	0	0	0	0	0	0	0	1
ybdL K14287	0	0	0	0	0	0	0	0	0	0	1
ybdM	0	0	0	0	0	0	0	0	0	0	1
ybdN	0	0	0	0	0	0	0	0	0	0	1
ybdO	0	0	0	0	0	0	0	0	0	0	1
ybeD K09158	0	0	0	0	0	0	0	0	0	0	1
ybeL	0	0	0	0	0	0	0	0	0	0	1
ybeM K11206	0	0	0	0	0	0	0	0	0	0	1
ybeS	0	0	0	0	0	0	0	0	0	0	1
ybeT K07126	0	0	0	0	0	0	0	0	0	0	1
ybeU	0	0	0	0	0	0	0	0	0	0	1
ybeY	0	1	0	1	0	0	0	1	0	0	0
ybeY K01489 K07042	1	0	1	0	0	1	0	0	0	0	0
ybeY K07042	0	0	0	0	0	0	1	0	1	1	0
ybeZ K06217	0	0	0	0	0	0	0	0	0	0	2
ybeZ_1 K07175	0	0	0	1	0	0	0	0	0	0	0
ybfE	0	0	0	0	0	0	0	0	0	0	1
ybfF K01175	0	0	0	0	0	0	0	0	0	0	1
ybfH	0	0	0	0	0	0	0	0	0	1	0
ybfI	0	0	0	0	0	0	1	0	0	0	0
ybfN	0	0	0	0	0	0	0	0	0	0	1
ybfP K13653	0	0	0	0	0	0	1	0	0	0	0
ybfQ K07146	0	0	0	0	0	0	1	0	0	0	0
ybgA	0	0	0	0	0	0	0	0	0	0	1
ybgC K01075 K07107	0	0	0	0	0	0	0	0	0	0	1
ybgC K07107	0	1	0	0	0	0	0	0	0	0	0
ybgD	0	0	0	0	0	0	0	0	0	0	1
